model,azimuth_deg,elevation_deg,power_linear
ideal_v04,1.0,19.0,0.2057159571247626
ideal_v04,1.0,20.0,0.16680745539048256
ideal_v04,2.0,-20.0,0.1651528009112079
ideal_v04,2.0,-19.0,0.20365004615349525
ideal_v04,2.0,-18.0,0.24604054995004274
ideal_v04,2.0,-17.0,0.29200520769756777
ideal_v04,2.0,-16.0,0.3411270108340944
ideal_v04,2.0,-15.0,0.39289446922349236
ideal_v04,2.0,-14.0,0.44670784349196535
ideal_v04,2.0,-13.0,0.5018881621673869
ideal_v04,2.0,-12.0,0.5576889012678938
ideal_v04,2.0,-11.0,0.6133101059328877
ideal_v04,2.0,-10.0,0.6679146388060709
ideal_v04,2.0,-9.0,0.7206461522600891
ideal_v04,2.0,-8.0,0.7706483051691824
ideal_v04,2.0,-7.0,0.8170846834432164
ideal_v04,2.0,-6.0,0.8591588400747044
ideal_v04,2.0,-5.0,0.8961338474742861
ideal_v04,2.0,-4.0,0.9273507540023803
ideal_v04,2.0,-3.0,0.9522453585293513
ideal_v04,2.0,-2.0,0.9703627612569498
ideal_v04,2.0,-1.0,0.981369214582316
ideal_v04,2.0,0.0,0.9850608821840677
ideal_v04,2.0,1.0,0.9813692145823164
ideal_v04,2.0,2.0,0.97036276125695
ideal_v04,2.0,3.0,0.9522453585293513
ideal_v04,2.0,4.0,0.9273507540023803
ideal_v04,2.0,5.0,0.8961338474742857
ideal_v04,2.0,6.0,0.8591588400747049
ideal_v04,2.0,7.0,0.8170846834432162
ideal_v04,2.0,8.0,0.7706483051691824
ideal_v04,2.0,9.0,0.7206461522600893
ideal_v04,2.0,10.0,0.6679146388060708
ideal_v04,2.0,11.0,0.6133101059328879
ideal_v04,2.0,12.0,0.5576889012678936
ideal_v04,2.0,13.0,0.5018881621673869
ideal_v04,2.0,14.0,0.44670784349196546
ideal_v04,2.0,15.0,0.3928944692234922
ideal_v04,2.0,16.0,0.3411270108340944
ideal_v04,2.0,17.0,0.29200520769756777
ideal_v04,2.0,18.0,0.2460405499500428
ideal_v04,2.0,19.0,0.20365004615349522
ideal_v04,2.0,20.0,0.16515280091120788
ideal_v04,3.0,-20.0,0.1624254623356314
ideal_v04,3.0,-19.0,0.20024527694104347
ideal_v04,3.0,-18.0,0.24187890775982787
ideal_v04,3.0,-17.0,0.28701162996885493
ideal_v04,3.0,-16.0,0.33523298540649377
ideal_v04,3.0,-15.0,0.3860402025538116
ideal_v04,3.0,-14.0,0.43884435729013316
ideal_v04,3.0,-13.0,0.49297924700396023
ideal_v04,3.0,-12.0,0.5477128561281721
ideal_v04,3.0,-11.0,0.6022611959605706
ideal_v04,3.0,-10.0,0.6558042096194685
ideal_v04,3.0,-9.0,0.7075033481277061
ideal_v04,3.0,-8.0,0.7565203497535612
ideal_v04,3.0,-7.0,0.8020366953853291
ideal_v04,3.0,-6.0,0.8432731709006729
ideal_v04,3.0,-5.0,0.8795089455686169
ideal_v04,3.0,-4.0,0.9100995750426474
ideal_v04,3.0,-3.0,0.9344933591118233
ideal_v04,3.0,-2.0,0.9522455277514944
ideal_v04,3.0,-1.0,0.9630297928590584
ideal_v04,3.0,0.0,0.9666468851411408
ideal_v04,3.0,1.0,0.9630297928590579
ideal_v04,3.0,2.0,0.9522455277514946
ideal_v04,3.0,3.0,0.9344933591118235
ideal_v04,3.0,4.0,0.9100995750426469
ideal_v04,3.0,5.0,0.8795089455686171
ideal_v04,3.0,6.0,0.8432731709006729
ideal_v04,3.0,7.0,0.8020366953853291
ideal_v04,3.0,8.0,0.7565203497535614
ideal_v04,3.0,9.0,0.7075033481277061
ideal_v04,3.0,10.0,0.6558042096194685
ideal_v04,3.0,11.0,0.6022611959605707
ideal_v04,3.0,12.0,0.5477128561281721
ideal_v04,3.0,13.0,0.4929792470039604
ideal_v04,3.0,14.0,0.438844357290133
ideal_v04,3.0,15.0,0.3860402025538116
ideal_v04,3.0,16.0,0.33523298540649366
ideal_v04,3.0,17.0,0.2870116299688547
ideal_v04,3.0,18.0,0.24187890775982787
ideal_v04,3.0,19.0,0.2002452769410434
ideal_v04,3.0,20.0,0.1624254623356315
ideal_v04,4.0,-20.0,0.158670306342163
ideal_v04,4.0,-19.0,0.19555830131021978
ideal_v04,4.0,-18.0,0.2361510859401574
ideal_v04,4.0,-17.0,0.2801399950512235
ideal_v04,4.0,-16.0,0.3271236059801064
ideal_v04,4.0,-15.0,0.3766111532721651
ideal_v04,4.0,-14.0,0.42802858945892497
ideal_v04,4.0,-13.0,0.4807272614902772
ideal_v04,4.0,-12.0,0.5339950815550087
ideal_v04,4.0,-11.0,0.587069979696634
ideal_v04,4.0,-10.0,0.6391553375333021
ideal_v04,4.0,-9.0,0.6894370212956514
ideal_v04,4.0,-8.0,0.7371015619550351
ideal_v04,4.0,-7.0,0.7813549737701487
ideal_v04,4.0,-6.0,0.8214416629953413
ideal_v04,4.0,-5.0,0.8566628579927287
ideal_v04,4.0,-4.0,0.8863939920277598
ideal_v04,4.0,-3.0,0.9101004911945433
ideal_v04,4.0,-2.0,0.9273514618851255
ideal_v04,4.0,-1.0,0.9378308337312237
ideal_v04,4.0,0.0,0.9413455928657672
ideal_v04,4.0,1.0,0.9378308337312239
ideal_v04,4.0,2.0,0.9273514618851253
ideal_v04,4.0,3.0,0.9101004911945432
ideal_v04,4.0,4.0,0.8863939920277596
ideal_v04,4.0,5.0,0.8566628579927289
ideal_v04,4.0,6.0,0.8214416629953409
ideal_v04,4.0,7.0,0.781354973770149
ideal_v04,4.0,8.0,0.7371015619550351
ideal_v04,4.0,9.0,0.6894370212956514
ideal_v04,4.0,10.0,0.6391553375333016
ideal_v04,4.0,11.0,0.5870699796966343
ideal_v04,4.0,12.0,0.5339950815550084
ideal_v04,4.0,13.0,0.4807272614902772
ideal_v04,4.0,14.0,0.42802858945892513
ideal_v04,4.0,15.0,0.3766111532721651
ideal_v04,4.0,16.0,0.32712360598010626
ideal_v04,4.0,17.0,0.2801399950512235
ideal_v04,4.0,18.0,0.23615108594015746
ideal_v04,4.0,19.0,0.19555830131021973
ideal_v04,4.0,20.0,0.15867030634216286
ideal_v04,5.0,-20.0,0.1539486469447341
ideal_v04,5.0,-19.0,0.18966651911283314
ideal_v04,5.0,-18.0,0.22895269046365666
ideal_v04,5.0,-17.0,0.2715061643096147
ideal_v04,5.0,-16.0,0.3169369067019393
ideal_v04,5.0,-15.0,0.36476925114861075
ideal_v04,5.0,-14.0,0.41444783130358814
ideal_v04,5.0,-13.0,0.4653460075965102
ideal_v04,5.0,-12.0,0.5167766675107113
ideal_v04,5.0,-11.0,0.5680051927094473
ideal_v04,5.0,-10.0,0.6182643029629223
ideal_v04,5.0,-9.0,0.6667704103896751
ideal_v04,5.0,-8.0,0.712741051315612
ideal_v04,5.0,-7.0,0.7554129101965139
ideal_v04,5.0,-6.0,0.7940599132107532
ideal_v04,5.0,-5.0,0.8280108503697171
ideal_v04,5.0,-4.0,0.856665985651308
ideal_v04,5.0,-3.0,0.8795121352624634
ideal_v04,5.0,-2.0,0.8961357343449615
ideal_v04,5.0,-1.0,0.9062334710534748
ideal_v04,5.0,0.0,0.9096201419257095
ideal_v04,5.0,1.0,0.9062334710534746
ideal_v04,5.0,2.0,0.8961357343449615
ideal_v04,5.0,3.0,0.8795121352624636
ideal_v04,5.0,4.0,0.8566659856513082
ideal_v04,5.0,5.0,0.8280108503697176
ideal_v04,5.0,6.0,0.7940599132107535
ideal_v04,5.0,7.0,0.7554129101965138
ideal_v04,5.0,8.0,0.712741051315612
ideal_v04,5.0,9.0,0.6667704103896751
ideal_v04,5.0,10.0,0.6182643029629222
ideal_v04,5.0,11.0,0.568005192709447
ideal_v04,5.0,12.0,0.5167766675107113
ideal_v04,5.0,13.0,0.4653460075965103
ideal_v04,5.0,14.0,0.4144478313035883
ideal_v04,5.0,15.0,0.36476925114861075
ideal_v04,5.0,16.0,0.3169369067019392
ideal_v04,5.0,17.0,0.2715061643096147
ideal_v04,5.0,18.0,0.22895269046365652
ideal_v04,5.0,19.0,0.18966651911283305
ideal_v04,5.0,20.0,0.15394864694473415
ideal_v04,6.0,-20.0,0.14833680119050777
ideal_v04,6.0,-19.0,0.18266623638201415
ideal_v04,6.0,-18.0,0.22040264174197166
ideal_v04,6.0,-17.0,0.26125420811350136
ideal_v04,6.0,-16.0,0.3048444783794686
ideal_v04,6.0,-15.0,0.350715735390031
ideal_v04,6.0,-14.0,0.39833477889191043
ideal_v04,6.0,-13.0,0.44710105343020445
ideal_v04,6.0,-12.0,0.496357008292848
ideal_v04,6.0,-11.0,0.5454004896954201
ideal_v04,6.0,-10.0,0.5934988878186547
ideal_v04,6.0,-9.0,0.639904690296123
ideal_v04,6.0,-8.0,0.6838720324590994
ideal_v04,6.0,-7.0,0.7246737859494566
ideal_v04,6.0,-6.0,0.7616186936475823
ideal_v04,6.0,-5.0,0.7940680421050476
ideal_v04,6.0,-4.0,0.8214513640233195
ideal_v04,6.0,-3.0,0.8432806832319307
ideal_v04,6.0,-2.0,0.8591628527509193
ideal_v04,6.0,-1.0,0.8688095917346065
ideal_v04,6.0,0.0,0.8720448974876481
ideal_v04,6.0,1.0,0.8688095917346065
ideal_v04,6.0,2.0,0.8591628527509193
ideal_v04,6.0,3.0,0.843280683231931
ideal_v04,6.0,4.0,0.8214513640233193
ideal_v04,6.0,5.0,0.7940680421050476
ideal_v04,6.0,6.0,0.7616186936475823
ideal_v04,6.0,7.0,0.7246737859494564
ideal_v04,6.0,8.0,0.683872032459099
ideal_v04,6.0,9.0,0.639904690296123
ideal_v04,6.0,10.0,0.5934988878186548
ideal_v04,6.0,11.0,0.5454004896954203
ideal_v04,6.0,12.0,0.496357008292848
ideal_v04,6.0,13.0,0.44710105343020456
ideal_v04,6.0,14.0,0.39833477889191043
ideal_v04,6.0,15.0,0.3507157353900307
ideal_v04,6.0,16.0,0.3048444783794685
ideal_v04,6.0,17.0,0.26125420811350153
ideal_v04,6.0,18.0,0.22040264174197155
ideal_v04,6.0,19.0,0.18266623638201415
ideal_v04,6.0,20.0,0.14833680119050782
ideal_v04,7.0,-20.0,0.1419243085130612
ideal_v04,7.0,-19.0,0.17467039546642396
ideal_v04,7.0,-18.0,0.21064034480851715
ideal_v04,7.0,-17.0,0.24955294645578882
ideal_v04,7.0,-16.0,0.29104731313195276
ideal_v04,7.0,-15.0,0.3346862423370905
ideal_v04,7.0,-14.0,0.379961810480343
ideal_v04,7.0,-13.0,0.42630315696015575
ideal_v04,7.0,-12.0,0.47308634109688585
ideal_v04,7.0,-11.0,0.5196460802633653
ideal_v04,7.0,-10.0,0.5652891063011196
ideal_v04,7.0,-9.0,0.6093088123426571
ideal_v04,7.0,-8.0,0.6510008063419944
ideal_v04,7.0,-7.0,0.6896789435348949
ideal_v04,7.0,-6.0,0.7246913798942757
ideal_v04,7.0,-5.0,0.7554361740834062
ideal_v04,7.0,-4.0,0.7813759674943386
ideal_v04,7.0,-3.0,0.8020512910636881
ideal_v04,7.0,-2.0,0.8170920833360421
ideal_v04,7.0,-1.0,0.8262270556303027
ideal_v04,7.0,0.0,0.8292906054035346
ideal_v04,7.0,1.0,0.826227055630303
ideal_v04,7.0,2.0,0.8170920833360419
ideal_v04,7.0,3.0,0.8020512910636879
ideal_v04,7.0,4.0,0.781375967494339
ideal_v04,7.0,5.0,0.7554361740834061
ideal_v04,7.0,6.0,0.7246913798942752
ideal_v04,7.0,7.0,0.6896789435348949
ideal_v04,7.0,8.0,0.6510008063419942
ideal_v04,7.0,9.0,0.6093088123426571
ideal_v04,7.0,10.0,0.56528910630112
ideal_v04,7.0,11.0,0.5196460802633657
ideal_v04,7.0,12.0,0.473086341096886
ideal_v04,7.0,13.0,0.42630315696015575
ideal_v04,7.0,14.0,0.3799618104803431
ideal_v04,7.0,15.0,0.3346862423370904
ideal_v04,7.0,16.0,0.29104731313195276
ideal_v04,7.0,17.0,0.24955294645578877
ideal_v04,7.0,18.0,0.21064034480851704
ideal_v04,7.0,19.0,0.17467039546642396
ideal_v04,7.0,20.0,0.1419243085130612
ideal_v04,8.0,-20.0,0.13481186705090537
ideal_v04,8.0,-19.0,0.1658059457200051
ideal_v04,8.0,-18.0,0.19982241299662107
ideal_v04,8.0,-17.0,0.23659194560716312
ideal_v04,8.0,-16.0,0.2757709977801715
ideal_v04,8.0,-15.0,0.31694512565402616
ideal_v04,8.0,-14.0,0.35963437245564606
ideal_v04,8.0,-13.0,0.4033006680825124
ideal_v04,8.0,-12.0,0.4473571283842726
ideal_v04,8.0,-11.0,0.4911790717187054
ideal_v04,8.0,-10.0,0.5341165059321341
ideal_v04,8.0,-9.0,0.5755077804598974
ideal_v04,8.0,-8.0,0.6146940483001901
ideal_v04,8.0,-7.0,0.6510341434730059
ideal_v04,8.0,-6.0,0.683919453155377
ideal_v04,8.0,-5.0,0.7127883514352985
ideal_v04,8.0,-4.0,0.737139764448876
ideal_v04,8.0,-3.0,0.756545454848181
ideal_v04,8.0,-2.0,0.7706606467420106
ideal_v04,8.0,-1.0,0.7792326594708001
ideal_v04,8.0,0.0,0.7821072782266081
ideal_v04,8.0,1.0,0.7792326594707999
ideal_v04,8.0,2.0,0.7706606467420104
ideal_v04,8.0,3.0,0.756545454848181
ideal_v04,8.0,4.0,0.737139764448876
ideal_v04,8.0,5.0,0.7127883514352987
ideal_v04,8.0,6.0,0.6839194531553768
ideal_v04,8.0,7.0,0.6510341434730059
ideal_v04,8.0,8.0,0.6146940483001903
ideal_v04,8.0,9.0,0.5755077804598978
ideal_v04,8.0,10.0,0.5341165059321342
ideal_v04,8.0,11.0,0.49117907171870556
ideal_v04,8.0,12.0,0.4473571283842728
ideal_v04,8.0,13.0,0.4033006680825124
ideal_v04,8.0,14.0,0.35963437245564617
ideal_v04,8.0,15.0,0.31694512565402605
ideal_v04,8.0,16.0,0.2757709977801715
ideal_v04,8.0,17.0,0.23659194560716318
ideal_v04,8.0,18.0,0.19982241299662112
ideal_v04,8.0,19.0,0.1658059457200051
ideal_v04,8.0,20.0,0.1348118670509054
ideal_v04,9.0,-20.0,0.12710904794169087
ideal_v04,9.0,-19.0,0.15621093318039292
ideal_v04,9.0,-18.0,0.18811904368060384
ideal_v04,9.0,-17.0,0.22257709221582642
ideal_v04,9.0,-16.0,0.25926040284998714
ideal_v04,9.0,-15.0,0.29777918380232926
ideal_v04,9.0,-14.0,0.3376836786844708
ideal_v04,9.0,-13.0,0.37847114585212466
ideal_v04,9.0,-12.0,0.4195945541940553
ideal_v04,9.0,-11.0,0.4604728231594353
ideal_v04,9.0,-10.0,0.5005023775705442
ideal_v04,9.0,-9.0,0.5390697361248409
ideal_v04,9.0,-8.0,0.5755648086722788
ideal_v04,9.0,-7.0,0.6093945433386306
ideal_v04,9.0,-6.0,0.6399965419992077
ideal_v04,9.0,-5.0,0.6668522527173234
ideal_v04,9.0,-4.0,0.6894993512895813
ideal_v04,9.0,-3.0,0.707542941193634
ideal_v04,9.0,-2.0,0.720665231664848
ideal_v04,9.0,-1.0,0.7286333964343721
ideal_v04,9.0,0.0,0.7313053694157592
ideal_v04,9.0,1.0,0.728633396434372
ideal_v04,9.0,2.0,0.720665231664848
ideal_v04,9.0,3.0,0.707542941193634
ideal_v04,9.0,4.0,0.6894993512895815
ideal_v04,9.0,5.0,0.6668522527173231
ideal_v04,9.0,6.0,0.6399965419992077
ideal_v04,9.0,7.0,0.6093945433386309
ideal_v04,9.0,8.0,0.5755648086722791
ideal_v04,9.0,9.0,0.5390697361248414
ideal_v04,9.0,10.0,0.5005023775705442
ideal_v04,9.0,11.0,0.46047282315943544
ideal_v04,9.0,12.0,0.41959455419405545
ideal_v04,9.0,13.0,0.37847114585212466
ideal_v04,9.0,14.0,0.3376836786844709
ideal_v04,9.0,15.0,0.29777918380232926
ideal_v04,9.0,16.0,0.25926040284998714
ideal_v04,9.0,17.0,0.22257709221582642
ideal_v04,9.0,18.0,0.18811904368060395
ideal_v04,9.0,19.0,0.15621093318039297
ideal_v04,9.0,20.0,0.12710904794169087
ideal_v04,10.0,-20.0,0.11893185410348141
ideal_v04,10.0,-19.0,0.14603139467791185
ideal_v04,10.0,-18.0,0.17571015337950333
ideal_v04,10.0,-17.0,0.2077258769293677
ideal_v04,10.0,-16.0,0.24177402686711594
ideal_v04,10.0,-15.0,0.27749098470962846
ideal_v04,10.0,-14.0,0.3144589457606649
ideal_v04,10.0,-13.0,0.3522124479047493
ideal_v04,10.0,-12.0,0.3902464274350864
ideal_v04,10.0,-11.0,0.4280256408399651
ideal_v04,10.0,-10.0,0.464995241553821
ideal_v04,10.0,-9.0,0.5005922559776318
ideal_v04,10.0,-8.0,0.5342576654702421
ideal_v04,10.0,-7.0,0.5654487721739573
ideal_v04,10.0,-6.0,0.5936515078353641
ideal_v04,10.0,-5.0,0.6183923372216987
ideal_v04,10.0,-4.0,0.6392494119004964
ideal_v04,10.0,-3.0,0.6558626461753055
ideal_v04,10.0,-2.0,0.66794241450913
ideal_v04,10.0,-1.0,0.6752766080075695
ideal_v04,10.0,0.0,0.6777358352207512
ideal_v04,10.0,1.0,0.6752766080075696
ideal_v04,10.0,2.0,0.66794241450913
ideal_v04,10.0,3.0,0.6558626461753055
ideal_v04,10.0,4.0,0.6392494119004961
ideal_v04,10.0,5.0,0.6183923372216987
ideal_v04,10.0,6.0,0.5936515078353641
ideal_v04,10.0,7.0,0.5654487721739573
ideal_v04,10.0,8.0,0.5342576654702421
ideal_v04,10.0,9.0,0.500592255977632
ideal_v04,10.0,10.0,0.4649952415538208
ideal_v04,10.0,11.0,0.42802564083996536
ideal_v04,10.0,12.0,0.39024642743508625
ideal_v04,10.0,13.0,0.3522124479047493
ideal_v04,10.0,14.0,0.3144589457606652
ideal_v04,10.0,15.0,0.27749098470962835
ideal_v04,10.0,16.0,0.24177402686711577
ideal_v04,10.0,17.0,0.20772587692936764
ideal_v04,10.0,18.0,0.1757101533795033
ideal_v04,10.0,19.0,0.1460313946779118
ideal_v04,10.0,20.0,0.11893185410348132
ideal_v04,11.0,-20.0,0.11040019315791583
ideal_v04,11.0,-19.0,0.1354181457728789
ideal_v04,11.0,-18.0,0.16278138439206452
ideal_v04,11.0,-17.0,0.19226252549272968
ideal_v04,11.0,-16.0,0.22357816259271004
ideal_v04,11.0,-15.0,0.256391985687661
ideal_v04,11.0,-14.0,0.2903193960143053
ideal_v04,11.0,-13.0,0.3249335597463237
ideal_v04,11.0,-12.0,0.3597727971490169
ideal_v04,11.0,-11.0,0.3943491580205149
ideal_v04,11.0,-10.0,0.42815799166073076
ideal_v04,11.0,-9.0,0.4606882818131585
ideal_v04,11.0,-8.0,0.49143348557397637
ideal_v04,11.0,-7.0,0.5199025915189952
ideal_v04,11.0,-6.0,0.5456310973655948
ideal_v04,11.0,-5.0,0.5681916021559162
ideal_v04,11.0,-4.0,0.5872037126576072
ideal_v04,11.0,-3.0,0.6023429784868084
ideal_v04,11.0,-2.0,0.6133485950304526
ideal_v04,11.0,-1.0,0.6200296468613994
ideal_v04,11.0,0.0,0.6222697059186094
ideal_v04,11.0,1.0,0.6200296468613994
ideal_v04,11.0,2.0,0.6133485950304526
ideal_v04,11.0,3.0,0.6023429784868084
ideal_v04,11.0,4.0,0.5872037126576071
ideal_v04,11.0,5.0,0.5681916021559162
ideal_v04,11.0,6.0,0.5456310973655947
ideal_v04,11.0,7.0,0.519902591518995
ideal_v04,11.0,8.0,0.49143348557397637
ideal_v04,11.0,9.0,0.4606882818131585
ideal_v04,11.0,10.0,0.42815799166073065
ideal_v04,11.0,11.0,0.3943491580205146
ideal_v04,11.0,12.0,0.35977279714901667
ideal_v04,11.0,13.0,0.3249335597463237
ideal_v04,11.0,14.0,0.2903193960143053
ideal_v04,11.0,15.0,0.2563919856876611
ideal_v04,11.0,16.0,0.22357816259271
ideal_v04,11.0,17.0,0.19226252549272974
ideal_v04,11.0,18.0,0.16278138439206452
ideal_v04,11.0,19.0,0.1354181457728788
ideal_v04,11.0,20.0,0.11040019315791583
ideal_v04,12.0,-20.0,0.10163533487658702
ideal_v04,12.0,-19.0,0.12452355274822288
ideal_v04,12.0,-18.0,0.1495200960482567
ideal_v04,12.0,-17.0,0.1764131162582917
ideal_v04,12.0,-16.0,0.20494105286889597
ideal_v04,12.0,-15.0,0.23479564767726693
ideal_v04,12.0,-14.0,0.26562626113840926
ideal_v04,12.0,-13.0,0.2970454325068274
ideal_v04,12.0,-12.0,0.3286355855464052
ideal_v04,12.0,-11.0,0.35995674318629733
ideal_v04,12.0,-10.0,0.390555079079198
ideal_v04,12.0,-9.0,0.4199721029340441
ideal_v04,12.0,-8.0,0.4477542509895702
ideal_v04,12.0,-7.0,0.4734626341385694
ideal_v04,12.0,-6.0,0.49668268485629086
ideal_v04,12.0,-5.0,0.5170334408217142
ideal_v04,12.0,-4.0,0.5341762082494919
ideal_v04,12.0,-3.0,0.547822361467162
ideal_v04,12.0,-2.0,0.5577400568569688
ideal_v04,12.0,-1.0,0.5637596683081095
ideal_v04,12.0,0.0,0.565777786881319
ideal_v04,12.0,1.0,0.5637596683081095
ideal_v04,12.0,2.0,0.557740056856969
ideal_v04,12.0,3.0,0.547822361467162
ideal_v04,12.0,4.0,0.5341762082494919
ideal_v04,12.0,5.0,0.5170334408217142
ideal_v04,12.0,6.0,0.49668268485629086
ideal_v04,12.0,7.0,0.4734626341385696
ideal_v04,12.0,8.0,0.4477542509895704
ideal_v04,12.0,9.0,0.41997210293404424
ideal_v04,12.0,10.0,0.390555079079198
ideal_v04,12.0,11.0,0.35995674318629733
ideal_v04,12.0,12.0,0.3286355855464053
ideal_v04,12.0,13.0,0.2970454325068274
ideal_v04,12.0,14.0,0.26562626113840926
ideal_v04,12.0,15.0,0.23479564767726688
ideal_v04,12.0,16.0,0.20494105286889597
ideal_v04,12.0,17.0,0.1764131162582918
ideal_v04,12.0,18.0,0.1495200960482567
ideal_v04,12.0,19.0,0.12452355274822284
ideal_v04,12.0,20.0,0.10163533487658699
ideal_v04,13.0,-20.0,0.09275742188111455
ideal_v04,13.0,-19.0,0.11349837664255802
ideal_v04,13.0,-18.0,0.13611145070203307
ideal_v04,13.0,-17.0,0.16040081922994318
ideal_v04,13.0,-16.0,0.18612719893745908
ideal_v04,13.0,-15.0,0.21301073696378492
ideal_v04,13.0,-14.0,0.2407350120959676
ideal_v04,13.0,-13.0,0.2689520891863655
ideal_v04,13.0,-12.0,0.2972885345721191
ideal_v04,13.0,-11.0,0.32535226892239527
ideal_v04,13.0,-10.0,0.3527401053660267
ideal_v04,13.0,-9.0,0.3790457960415496
ideal_v04,13.0,-8.0,0.40386839031195254
ideal_v04,13.0,-7.0,0.4268206935984197
ideal_v04,13.0,-6.0,0.44753760772986273
ideal_v04,13.0,-5.0,0.4656841322877365
ideal_v04,13.0,-4.0,0.4809628118293141
ideal_v04,13.0,-3.0,0.493120426038445
ideal_v04,13.0,-2.0,0.5019537384808633
ideal_v04,13.0,-1.0,0.5073141441983409
ideal_v04,13.0,0.0,0.5091110861136987
ideal_v04,13.0,1.0,0.5073141441983406
ideal_v04,13.0,2.0,0.5019537384808633
ideal_v04,13.0,3.0,0.4931204260384452
ideal_v04,13.0,4.0,0.48096281182931394
ideal_v04,13.0,5.0,0.46568413228773664
ideal_v04,13.0,6.0,0.44753760772986256
ideal_v04,13.0,7.0,0.4268206935984198
ideal_v04,13.0,8.0,0.40386839031195243
ideal_v04,13.0,9.0,0.3790457960415495
ideal_v04,13.0,10.0,0.3527401053660267
ideal_v04,13.0,11.0,0.3253522689223955
ideal_v04,13.0,12.0,0.29728853457211923
ideal_v04,13.0,13.0,0.2689520891863655
ideal_v04,13.0,14.0,0.2407350120959677
ideal_v04,13.0,15.0,0.21301073696378492
ideal_v04,13.0,16.0,0.1861271989374589
ideal_v04,13.0,17.0,0.1604008192299432
ideal_v04,13.0,18.0,0.136111450702033
ideal_v04,13.0,19.0,0.11349837664255795
ideal_v04,13.0,20.0,0.09275742188111448
ideal_v04,14.0,-20.0,0.08388309843314051
ideal_v04,14.0,-19.0,0.10248877217400137
ideal_v04,14.0,-18.0,0.12273469798338332
ideal_v04,14.0,-17.0,0.14444138344581678
ideal_v04,14.0,-16.0,0.16739197382793014
ideal_v04,14.0,-15.0,0.1913349950579772
ideal_v04,14.0,-14.0,0.2159880261252653
ideal_v04,14.0,-13.0,0.24104224199060542
ideal_v04,14.0,-12.0,0.26616774158544626
ideal_v04,14.0,-11.0,0.29101955070856866
ideal_v04,14.0,-10.0,0.3152441674537122
ideal_v04,14.0,-9.0,0.3384864989991846
ideal_v04,14.0,-8.0,0.36039702384326494
ideal_v04,14.0,-7.0,0.3806390034349684
ideal_v04,14.0,-6.0,0.3988955620408395
ideal_v04,14.0,-5.0,0.41487645385509064
ideal_v04,14.0,-4.0,0.42832434188017005
ideal_v04,14.0,-3.0,0.4390204238780522
ideal_v04,14.0,-2.0,0.44678925644430717
ideal_v04,14.0,-1.0,0.45150264854535493
ideal_v04,14.0,0.0,0.4530825200894078
ideal_v04,14.0,1.0,0.45150264854535493
ideal_v04,14.0,2.0,0.44678925644430717
ideal_v04,14.0,3.0,0.43902042387805235
ideal_v04,14.0,4.0,0.4283243418801702
ideal_v04,14.0,5.0,0.41487645385509064
ideal_v04,14.0,6.0,0.39889556204083965
ideal_v04,14.0,7.0,0.3806390034349684
ideal_v04,14.0,8.0,0.36039702384326494
ideal_v04,14.0,9.0,0.3384864989991847
ideal_v04,14.0,10.0,0.3152441674537123
ideal_v04,14.0,11.0,0.29101955070856866
ideal_v04,14.0,12.0,0.26616774158544615
ideal_v04,14.0,13.0,0.24104224199060548
ideal_v04,14.0,14.0,0.2159880261252652
ideal_v04,14.0,15.0,0.1913349950579772
ideal_v04,14.0,16.0,0.16739197382793028
ideal_v04,14.0,17.0,0.1444413834458167
ideal_v04,14.0,18.0,0.12273469798338336
ideal_v04,14.0,19.0,0.1024887721740014
ideal_v04,14.0,20.0,0.08388309843314051
ideal_v04,15.0,-20.0,0.0751233162323312
ideal_v04,15.0,-19.0,0.09163351666635597
ideal_v04,15.0,-18.0,0.10955975094681496
ideal_v04,15.0,-17.0,0.12873898715210347
ideal_v04,15.0,-16.0,0.14897667826109479
ideal_v04,15.0,-15.0,0.17004933917620693
ideal_v04,15.0,-14.0,0.19170788000104985
ideal_v04,15.0,-13.0,0.21368163804312895
ideal_v04,15.0,-12.0,0.235683030581288
ideal_v04,15.0,-11.0,0.25741273175080015
ideal_v04,15.0,-10.0,0.2785652605564116
ideal_v04,15.0,-9.0,0.29883485355760725
ideal_v04,15.0,-8.0,0.3179214856277898
ideal_v04,15.0,-7.0,0.33553689571655243
ideal_v04,15.0,-6.0,0.3514104719770235
ideal_v04,15.0,-5.0,0.36529485207472256
ideal_v04,15.0,-4.0,0.376971099964661
ideal_v04,15.0,-3.0,0.386253329781943
ideal_v04,15.0,-2.0,0.39299266049279413
ideal_v04,15.0,-1.0,0.397080401243135
ideal_v04,15.0,0.0,0.3984503864673583
ideal_v04,15.0,1.0,0.397080401243135
ideal_v04,15.0,2.0,0.39299266049279397
ideal_v04,15.0,3.0,0.386253329781943
ideal_v04,15.0,4.0,0.376971099964661
ideal_v04,15.0,5.0,0.36529485207472256
ideal_v04,15.0,6.0,0.35141047197702363
ideal_v04,15.0,7.0,0.33553689571655226
ideal_v04,15.0,8.0,0.3179214856277898
ideal_v04,15.0,9.0,0.29883485355760736
ideal_v04,15.0,10.0,0.2785652605564115
ideal_v04,15.0,11.0,0.25741273175080026
ideal_v04,15.0,12.0,0.235683030581288
ideal_v04,15.0,13.0,0.21368163804312904
ideal_v04,15.0,14.0,0.19170788000104985
ideal_v04,15.0,15.0,0.170049339176207
ideal_v04,15.0,16.0,0.14897667826109479
ideal_v04,15.0,17.0,0.1287389871521034
